,name,city,country,code_iata,code_icao,latitude,longitude,altitude,tz,dst,tz_region
4332,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA,11.34075,162.327861,13,12.0,U,Pacific/Majuro
4333,Kalaupapa Airport,Molokai,United States,LUP,PHLU,21.211,-156.974,24,-10.0,A,Pacific/Honolulu
4334,El Nido Airport,El Nido,Philippines,ENI,,11.202,119.417,0,8.0,N,Asia/Manila
4335,Wipim Airport,Wipim,Papua New Guinea,WPM,,-8.78822,142.882,173,10.0,U,Pacific/Port_Moresby
4336,Baimuru Airport,Baimuru,Papua New Guinea,VMU,,-7.49686,144.82,27,10.0,U,Pacific/Port_Moresby
4337,Nuku Airport,Nuku,Papua New Guinea,UKU,,-3.667,142.483,750,10.0,U,Pacific/Port_Moresby
4338,Tufi Airport,Tufi,Papua New Guinea,TFI,,-9.07595,149.32,85,10.0,U,Pacific/Port_Moresby
4339,Suki Airport,Suki,Papua New Guinea,SKC,,-8.033,141.717,24,10.0,U,Pacific/Port_Moresby
4340,Balimo Airport,Balimo,Papua New Guinea,OPU,,-8.05,142.933,51,10.0,U,Pacific/Port_Moresby
4341,Obo Airport,Obo,Papua New Guinea,OBX,,-7.583,141.317,29,10.0,U,Pacific/Port_Moresby
4342,Losuia Airport,Losuia,Papua New Guinea,LSA,,-8.50582,151.081,27,10.0,U,Pacific/Port_Moresby
4343,Londolovit Airport,Londolovit,Papua New Guinea,LNV,,-3.04361,152.629,167,10.0,U,Pacific/Port_Moresby
4344,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY,,-7.00992,141.494,52,10.0,U,Pacific/Port_Moresby
4345,Kamusi Airport,Kamusi,Papua New Guinea,KUY,,-7.42035,143.122,0,10.0,U,Pacific/Port_Moresby
4346,Kokoda Airport,Kokoda,Papua New Guinea,KKD,,-8.88468,147.731,1240,10.0,U,Pacific/Port_Moresby
4347,Kandrian Airport,Kandrian,Papua New Guinea,KDR,,-6.183,149.533,280,10.0,U,Pacific/Port_Moresby
4348,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ,,-5.6525,151.507,136,10.0,U,Pacific/Port_Moresby
4349,Nissan Island Airport,Nissan Island,Papua New Guinea,IIS,,-4.49972,154.226,52,10.0,U,Pacific/Port_Moresby
4350,Ihu Airport,Ihu,Papua New Guinea,IHU,,-7.89756,145.396,47,10.0,U,Pacific/Port_Moresby
4351,Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI,,-6.27111,150.331,23,10.0,U,Pacific/Port_Moresby
4352,Tadji Airport,Aitape,Papua New Guinea,ATP,,-3.18985,142.43,48,10.0,U,Pacific/Port_Moresby
4353,Wrangell Airport,Wrangell,United States,WRG,PAWG,56.4843,-132.37,44,-9.0,A,America/Anchorage
4354,Chevak Airport,Chevak,United States,VAK,PAVA,61.5338,-165.584,75,-9.0,A,America/Anchorage
4355,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.543,88,-9.0,A,America/Anchorage
4356,Mountain Village Airport,Mountain Village,United States,MOU,PAMO,62.0954,-163.682,337,-9.0,A,America/Anchorage
4357,McGrath Airport,Mcgrath,United States,MCG,PAMC,62.9529,-155.606,338,-9.0,A,America/Anchorage
4358,Kalskag Airport,Kalskag,United States,KLG,PALG,61.5363,-160.341,55,-9.0,A,America/Anchorage
4359,Haines Airport,Haines,United States,HNS,PAHN,59.2438,-135.524,15,-9.0,A,America/Anchorage
4360,Holy Cross Airport,Holy Cross,United States,HCR,PAHC,62.1883,-159.775,70,-9.0,A,America/Anchorage
4361,Skagway Airport,Skagway,United States,SGY,PAGY,59.4601,-135.316,44,-9.0,A,America/Anchorage
4362,Gustavus Airport,Gustavus,United States,GST,PAGS,58.4253,-135.707,34,-9.0,A,America/Anchorage
4363,Adak Airport,Adak Island,United States,ADK,PADK,51.878,-176.646,18,-9.0,A,America/Anchorage
4364,Sambu Airport,Boca de Sábalo,Panama,SAX,,8.017,-78.2,32,-5.0,U,America/Panama
4365,Contadora Airport,Contadora Island,Panama,OTD,,8.62876,-79.0347,14,-5.0,U,America/Panama
4366,EL Real Airport,El Real,Panama,ELE,,8.133,-77.7,57,-5.0,U,America/Panama
4367,Bahia Piña Airport,Bahia Piña,Panama,BFQ,,7.583,-78.2,14,-5.0,U,America/Panama
4368,Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY,15.966111,48.7883,2097,3.0,U,Asia/Aden
4369,Kamishly Airport,Kamishly,Syria,KAC,OSKL,37.020625,41.191394,1480,2.0,E,Asia/Damascus
4370,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU,35.5608,45.3147,2494,3.0,U,Asia/Baghdad
4371,Turbat International Airport,Turbat,Pakistan,TUK,OPTU,25.986369,63.030167,498,5.0,N,Asia/Karachi
4372,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.4731,67.7172,121,5.0,N,Asia/Karachi
4373,Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.335508,75.536047,7316,5.0,N,Asia/Karachi
4374,Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.9021,70.0716,5800,5.0,N,Asia/Karachi
4375,Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.2747,64.586,10,5.0,N,Asia/Karachi
4376,Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.7906,66.6473,4012,5.0,N,Asia/Karachi
4377,Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.3661,130,5.0,N,Asia/Karachi
4378,Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.0678,61.8054,186,5.0,N,Asia/Karachi
4379,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.909422,70.896639,594,5.0,N,Asia/Karachi
4380,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.961011,70.485925,492,5.0,N,Asia/Karachi
4381,Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.8783,64.3998,2800,5.0,N,Asia/Karachi
4382,Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.886592,71.800578,4920,5.0,N,Asia/Karachi
4383,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.3481,71.717981,392,5.0,N,Asia/Karachi
4384,Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.5279,1325,5.0,N,Asia/Karachi
4385,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.261667,55.609167,869,4.0,U,Asia/Dubai
4386,Uromiyeh Airport,Uromiyeh,Iran,OMH,OITR,37.6681,45.0687,4343,3.5,E,Asia/Tehran
4387,Ardabil Airport,Ardabil,Iran,ADU,OITL,38.325678,48.424356,4315,3.5,E,Asia/Tehran
4388,Lar Airport,Lar,Iran,LRR,OISL,27.674725,54.383278,2641,3.5,E,Asia/Tehran
4389,Sari Dasht E Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.635833,53.193611,35,3.5,E,Asia/Tehran
4390,Noshahr Airport,Noshahr,Iran,NSH,OINN,36.663333,51.464722,-61,3.5,E,Asia/Tehran
4391,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.168083,57.595183,3010,3.5,E,Asia/Tehran
4392,Bojnourd Airport,Bojnourd,Iran,BJB,OIMN,37.492958,57.308219,3499,3.5,E,Asia/Tehran
4393,Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,30.297714,56.051139,5298,3.5,E,Asia/Tehran
4394,Bam Airport,Bam,Iran,BXR,OIKM,29.084169,58.450042,3231,3.5,E,Asia/Tehran
4395,Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,33.435378,48.282889,3782,3.5,E,Asia/Tehran
4396,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,EWD,OEWD,20.504275,45.199556,2062,3.0,U,Asia/Riyadh
4397,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.785133,40.100006,2261,3.0,U,Asia/Riyadh
4398,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,DWD,OEDW,24.5,44.4,3429,3.0,U,Asia/Riyadh
4399,Saul Airport,Saul,French Guiana,XAU,SOOS,3.61361,-53.2042,656,-3.0,U,America/Cayenne
4400,Faizabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.1211,70.5181,3872,4.5,U,Asia/Kabul
4401,Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.5889,167.456,315,11.0,U,Pacific/Noumea
4402,Belep Islands Airport,Waala,New Caledonia,BMY,NWWC,-19.7206,163.661,306,11.0,U,Pacific/Noumea
4403,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.0961,167.804,128,11.0,U,Pacific/Noumea
4404,Ipota Airport,Ipota,Vanuatu,IPA,NVVI,-18.8783,169.308,23,11.0,U,Pacific/Efate
4405,Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,-19.5164,170.232,0,11.0,U,Pacific/Efate
4406,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,-18.7694,169.001,538,11.0,U,Pacific/Efate
4407,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.24,169.605,69,11.0,U,Pacific/Efate
4408,Anelghowhat Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.2492,169.771,7,11.0,U,Pacific/Efate
4409,North West Santo Airport,Olpoi,Vanuatu,OLZ,NVSZ,-14.8817,166.558,0,11.0,U,Pacific/Efate
4410,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.495,167.438,0,11.0,U,Pacific/Efate
4411,Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,-16.7961,168.177,10,11.0,U,Pacific/Efate
4412,Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,-16.333,168.283,0,11.0,U,Pacific/Efate
4413,Tongoa Island Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.8911,168.551,443,11.0,U,Pacific/Efate
4414,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.505033,167.219742,184,11.0,U,Pacific/Efate
4415,Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,-15.472,167.835,36,11.0,U,Pacific/Efate
4416,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,-14.2181,167.587,0,11.0,U,Pacific/Efate
4417,Norsup Airport,Norsup,Vanuatu,NUS,NVSP,-16.0797,167.401,23,11.0,U,Pacific/Efate
4418,Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,-15.8656,168.172,43,11.0,U,Pacific/Efate
4419,Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,-15.0,168.083,0,11.0,U,Pacific/Efate
4420,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.5842,168.159,7,11.0,U,Pacific/Efate
4421,Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.454,167.823,7,11.0,U,Pacific/Efate
4422,Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,-16.439,168.257,0,11.0,U,Pacific/Efate
4423,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708,168.152,0,11.0,U,Pacific/Efate
4424,Longana Airport,Longana,Vanuatu,LOD,NVSG,-15.3067,167.967,167,11.0,U,Pacific/Efate
4425,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.265,167.924,69,11.0,U,Pacific/Efate
4426,Sangafa Airport,Sangafa,Vanuatu,EAE,NVSE,-17.0903,168.343,7,11.0,U,Pacific/Efate
4427,Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,-13.328,166.638,0,11.0,U,Pacific/Efate
4428,Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.8517,167.537,7,11.0,U,Pacific/Efate
4429,Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,-13.666,167.712,63,11.0,U,Pacific/Efate
4430,Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552,160,-9.5,U,Pacific/Marquesas
4431,Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078,16,-9.5,U,Pacific/Marquesas
4432,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.768794,-139.011256,1481,-9.5,U,Pacific/Marquesas
4433,Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.4281,-146.257,11,-10.0,U,Pacific/Tahiti
4434,Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.415,8,-10.0,U,Pacific/Tahiti
4435,Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.733,-172.3,0,13.0,U,Pacific/Apia
4436,Mountain Airport,Mountain,Nepal,MWP,,28.0,85.333,0,5.75,N,Asia/Katmandu
4437,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,-14.3114,-178.066,20,12.0,U,Pacific/Wallis
4438,Niue International Airport,Alofi,Niue,IUE,NIUE,-19.080028,-169.925639,209,-11.0,U,Pacific/Niue
4439,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.269,-178.976,76,12.0,U,Pacific/Fiji
4440,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.9767,-173.755,0,13.0,U,Pacific/Tongatapu
4441,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,-15.5708,-175.633,160,13.0,U,Pacific/Tongatapu
4442,Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,-19.777,-174.341,31,13.0,U,Pacific/Tongatapu
4443,Kaufana Airport,Eua Island,Tonga,EUA,NFTE,-21.3783,-174.958,325,13.0,U,Pacific/Tongatapu
4444,Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.8028,179.341,17,12.0,U,Pacific/Fiji
4445,Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.4825,177.071,22,12.0,U,Pacific/Fiji
4446,Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458,179.422,358,12.0,U,Pacific/Fiji
4447,Matei Airport,Matei,Fiji,TVU,NFNM,-16.6906,-179.877,60,12.0,U,Pacific/Fiji
4448,Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.466749,179.33986,44,12.0,U,Pacific/Fiji
4449,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.1992,-178.817,280,12.0,U,Pacific/Fiji
4450,Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.1156,179.34,50,12.0,U,Pacific/Fiji
4451,Moala Airport,Moala,Fiji,MFJ,NFMO,-18.5667,179.951,13,12.0,U,Pacific/Fiji
4452,Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.6731,177.098,0,12.0,U,Pacific/Fiji
4453,Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.0581,178.157,6,12.0,U,Pacific/Fiji
4454,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779,177.197,10,12.0,U,Pacific/Fiji
4455,Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.7433,-179.342,13,12.0,U,Pacific/Fiji
4456,Penrhyn Island Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.00667,-158.037,8,-10.0,U,Pacific/Rarotonga
4457,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.8425,-157.703,25,-10.0,U,Pacific/Rarotonga
4458,Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.1361,-157.345,26,-10.0,U,Pacific/Rarotonga
4459,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767,-161.002,0,-10.0,U,Pacific/Rarotonga
4460,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.8956,-157.905,45,-10.0,U,Pacific/Rarotonga
4461,Atiu Island Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.9678,-158.119,36,-10.0,U,Pacific/Rarotonga
4462,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.083,-77.3,0,-5.0,U,America/Nassau
4463,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.745561,-74.182353,5,-5.0,U,America/Nassau
4464,New Bight Airport,Cat Island,Bahamas,CAT,MYCB,24.315292,-75.452331,5,-5.0,U,America/Nassau
4465,Arthurs Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.629417,-75.673775,18,-5.0,U,America/Nassau
4466,Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158933,-77.589758,15,-5.0,U,America/Nassau
4467,Long Banga Airport,Long Banga,Malaysia,LBP,,3.18495,115.454,750,8.0,N,Asia/Kuala_Lumpur
4468,Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX,MM57,16.2126,-95.2016,75,-6.0,S,America/Mexico_City
4469,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.788461,-79.997203,125,-5.0,U,America/Havana
4470,Cayo Coco Airport,Cayo Coco,Cuba,CCC,MUOC,22.5132,-78.511,6,-5.0,U,America/Havana
4471,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.9336,-72.8486,9,-5.0,U,America/Port-au-Prince
4472,Jeremie Airport,Jeremie,Haiti,JEE,MTJE,18.6631,-74.1703,147,-5.0,U,America/Port-au-Prince
4473,Playa Samara Airport,Playa Samara,Costa Rica,PLD,MRSR,10.25,-85.417,10,-6.0,U,America/Costa_Rica
4474,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.957053,-84.139797,3287,-6.0,U,America/Costa_Rica
4475,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.53333,-83.3,7,-6.0,U,America/Costa_Rica
4476,Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.85611,-85.3708,7,-6.0,U,America/Costa_Rica
4477,Cabo Velas Airport,Nicoya,Costa Rica,TNO,MRCV,10.3557,-85.852892,33,-6.0,U,America/Costa_Rica
4478,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.768736,-83.585614,3,-6.0,U,America/Costa_Rica
4479,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.569,-83.5148,82,-6.0,U,America/Costa_Rica
4480,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.40667,-78.1417,30,-5.0,U,America/Panama
4481,Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.51778,-78.1572,29,-5.0,U,America/Panama
4482,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.35664,-79.8674,25,-5.0,U,America/Panama
4483,Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.98784,-80.4097,33,-5.0,U,America/Panama
4484,Lencero Airport,Jalapa,Mexico,JAL,MMJA,19.475083,-96.797506,3127,-6.0,S,America/Mexico_City
4485,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261,-114.024,59,-8.0,S,America/Tijuana
4486,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA,25.0538,-111.615,213,-7.0,S,America/Mazatlan
4487,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY,20.545994,-100.88655,5709,-6.0,S,America/Mexico_City
4488,Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP,6.08333,171.733,4,12.0,U,Pacific/Majuro
4489,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,15.2622,-83.7812,25,-6.0,U,America/Tegucigalpa
4490,Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.3522,98,-6.0,U,America/Tegucigalpa
4491,Wotho Island Airport,Wotho Island,Marshall Islands,WTO,,10.1733,166.003,0,12.0,U,Pacific/Majuro
4492,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE,N36,9.46667,170.233,4,12.0,U,Pacific/Majuro
4493,Woja Airport,Majuro Atoll,Marshall Islands,WJA,,7.083,171.133,0,12.0,U,Pacific/Majuro
4494,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT,N55,5.90924,169.637,4,12.0,U,Pacific/Majuro
4495,Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP,,11.1572,166.887,0,12.0,U,Pacific/Majuro
4496,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK,3N0,5.63167,168.125,15,12.0,U,Pacific/Majuro
4497,Majkin Airport,Majkin,Marshall Islands,MJE,,7.833,168.167,0,12.0,U,Pacific/Majuro
4498,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,MJB,Q30,10.2833,170.883,5,12.0,U,Pacific/Majuro
4499,Maloelap Island Airport,Maloelap Island,Marshall Islands,MAV,,8.70444,171.23,0,12.0,U,Pacific/Majuro
4500,Likiep Airport,Likiep Island,Marshall Islands,LIK,,9.82316,169.308,0,12.0,U,Pacific/Majuro
4501,Kaben Airport,Kaben,Marshall Islands,KBT,,8.90056,170.844,0,12.0,U,Pacific/Majuro
4502,Jeh Airport,Ailinglapalap Atoll,Marshall Islands,JEJ,,7.56535,168.962,0,12.0,U,Pacific/Majuro
4503,Jabot Airport,Ailinglapalap Atoll,Marshall Islands,JAT,,7.45235,168.552,0,12.0,U,Pacific/Majuro
4504,Enyu Airfield,Bikini Atoll,Marshall Islands,BII,,11.5225,165.565,0,12.0,U,Pacific/Majuro
4505,Aur Island Airport,Aur Atoll,Marshall Islands,AUL,,8.14528,171.173,0,12.0,U,Pacific/Majuro
4506,Ailuk Airport,Ailuk Island,Marshall Islands,AIM,,10.2168,169.983,0,12.0,U,Pacific/Majuro
4507,Utirik Airport,Utirik Island,Marshall Islands,UTK,03N,11.222,169.852,4,12.0,U,Pacific/Majuro
4508,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,14.8656,-91.502,7779,-6.0,U,America/Guatemala
4509,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,15.730878,-88.583767,33,-6.0,U,America/Guatemala
4510,Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,MDJB,18.5725,-69.9856,98,-4.0,U,America/Santo_Domingo
4511,Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY,19.267,-69.742,30,-4.0,U,America/Santo_Domingo
4512,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,21.333,-71.2,3,-5.0,U,America/Grand_Turk
4513,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,21.833,-71.817,9,-5.0,U,America/Grand_Turk
4514,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,21.4445,-71.1423,13,-5.0,U,America/Grand_Turk
4515,Žilina Airport,Žilina,Slovakia,ILZ,LZZI,49.231528,18.6135,1020,1.0,E,Europe/Bratislava
4516,Ubari Airport,Ubari,Libya,QUB,,26.5675,12.8231,1387,2.0,N,Africa/Tripoli
4517,Misratah Airport,Misratah,Libya,MRA,,32.325,15.061,60,2.0,N,Africa/Tripoli
4518,Samsun-Çarşamba Airport,Samsun,Turkey,SZF,LTFH,41.2545,36.5671,18,2.0,E,Europe/Istanbul
4519,Balikesir Korfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.5546,27.0138,50,2.0,E,Europe/Istanbul
4520,Isparta Süleyman Demirel Airport,Isparta,Turkey,ISE,LTFC,37.8554,30.3684,2835,2.0,E,Europe/Istanbul
4521,Adiyaman Airport,Adiyaman,Turkey,ADF,LTCP,37.7314,38.4689,2216,2.0,E,Europe/Istanbul
4522,Agri Airport,Agri,Turkey,AJI,LTCO,39.6546,43.0271,5462,2.0,E,Europe/Istanbul
4523,Kahramanmaras Airport,Kahramanmaras,Turkey,KCM,LTCN,37.539,36.9534,1723,2.0,E,Europe/Istanbul
4524,Sanliurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.094261,38.847103,1483,2.0,E,Europe/Istanbul
4525,Kars Airport,Kars,Turkey,KSY,LTCF,40.562222,43.115002,5889,2.0,E,Europe/Istanbul
4526,Usak Airport,Usak,Turkey,USQ,LTBO,38.681478,29.471675,2897,2.0,E,Europe/Istanbul
4527,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.941444,17.297501,400,1.0,E,Europe/Sarajevo
4528,Corvo Airport,Corvo,Portugal,CVU,LPCR,39.6715,-31.1136,0,-1.0,E,Atlantic/Azores
4529,Salerno Pontecagnano Airport,Salerno,Italy,QSR,LIRI,40.6204,14.911294,123,1.0,E,Europe/Rome
4530,Aosta Airport,Aosta,Italy,AOT,LIMW,45.738456,7.368719,1791,1.0,E,Europe/Rome
4531,Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686389,17.159056,408,1.0,N,Europe/Budapest
4532,Győr-Pér International Airport,Győr,Hungary,QGY,LHPR,47.627097,17.808347,424,1.0,N,Europe/Budapest
4533,Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,45.990928,18.240983,1000,1.0,N,Europe/Budapest
4534,Syros Airport,Syros Island,Greece,JSY,LGSO,37.422792,24.950936,236,2.0,E,Europe/Athens
4535,La Môle Airport,La Môle,France,LTT,LFTZ,43.2054,6.482,59,1.0,E,Europe/Paris
4536,EuroAirport,Mulhouse,France,EAP,\N,47.589583,7.529914,885,1.0,E,Europe/Paris
4537,Tekapo,Lake Tekapo,New Zealand,,NZTL,-44.0,170.28,2,12.0,Z,Pacific/Auckland
4538,Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.5603,-0.312222,194,1.0,E,Europe/Paris
4539,Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,46.718611,-2.391111,79,1.0,E,Europe/Paris
4540,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.4542,-2.32083,1161,1.0,E,Europe/Madrid
4541,Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,35.1547,33.4961,404,2.0,E,Asia/Nicosia
4542,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.5682,-120.544,1095,-8.0,A,America/Los_Angeles
4543,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY,,-1.96056,41.2975,21,3.0,U,Africa/Nairobi
4544,Worland Municipal Airport,Worland,United States,WRL,KWRL,43.9657,-107.951,4227,-7.0,A,America/Denver
4545,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.7825,-83.2767,203,-5.0,A,America/New_York
4546,Victoria Regional Airport,Victoria,United States,VCT,KVCT,28.8526,-96.9185,115,-6.0,A,America/Chicago
4547,Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,39.9427,-91.1946,769,-6.0,A,America/Chicago
4548,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.2681,-88.7699,346,-6.0,A,America/Chicago
4549,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,SMX,KSMX,34.8989,-120.457,261,-8.0,A,America/Los_Angeles
4550,Salina Municipal Airport,Salina,United States,SLN,KSLN,38.791,-97.6522,1288,-6.0,A,America/Chicago
4551,Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,44.3853,-74.2062,1663,-5.0,A,America/New_York
4552,Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.7692,-106.98,4021,-7.0,A,America/Denver
4553,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.2368,-120.642,212,-8.0,A,America/Los_Angeles
4554,Rutland State Airport,Rutland,United States,RUT,KRUT,43.5294,-72.9496,787,-5.0,A,America/New_York
4555,Rock Springs Sweetwater County Airport,Rock Springs,United States,RKS,KRKS,41.5942,-109.065,6760,-7.0,A,America/Denver
